"Id","SalePrice"
1692,260545.990173189
1693,190910.806538624
1694,338578.809158462
1695,328489.787290071
1696,269929.811370375
1697,289464.178410351
1698,251932.075507271
1699,244334.882731949
1700,258079.258161416
1701,270960.693969155
1702,390068.273395588
1703,225749.439050841
1704,267256.746943648
1705,230011.499296623
1706,279892.062410444
1707,260930.690477003
1708,247836.669197231
1709,225122.015404901
1710,211425.975650512
1711,195107.984531899
1712,185202.576514941
1713,153428.367863688
1714,241067.795396011
1715,256137.076671195
1716,189678.138182635
1717,144885.205088298
1718,162036.999599696
1719,217271.911117199
1720,233565.299149573
1721,187194.043984853
1722,153158.919588132
1723,187948.967971941
1724,173450.778303257
1725,127851.552425587
1726,121730.123025176
1727,108173.091564224
1728,123920.930273525
1729,135517.012279664
1730,113008.832484346
1731,292112.944996273
1732,271498.389132522
1733,272712.40778065
1734,209257.160793608
1735,174688.963832503
1736,166688.818413794
1737,163387.344267519
1738,313839.349038177
1739,238371.772402266
1740,258857.046417831
1741,212959.991879259
1742,234085.410905969
1743,156617.10229779
1744,144156.191038563
1745,231979.065736903
1746,116263.386974317
1747,168296.273946826
1748,187348.956714342
1749,171250.22334784
1750,120519.397462725
1751,126121.571540428
1752,141219.238012801
1753,154445.342858751
1754,154890.210796525
1755,138270.817170449
1756,184958.001299394
1757,198112.582576333
1758,114040.150910908
1759,180904.785318682
1760,171148.38042968
1761,186870.693483765
1762,140426.94290837
1763,166779.400359123
1764,155072.634422249
1765,118490.778579844
1766,139548.207353062
1767,106661.10311043
1768,153343.03349741
1769,148099.012730753
1770,132468.733263629
1771,102545.474858201
1772,144894.94105388
1773,176369.365042988
1774,133167.162560995
1775,75983.2040711102
1776,137811.021133174
1777,81476.8913266964
1778,114186.332971287
1779,163927.683012824
1780,174539.055551775
1781,28577.8371824374
1782,104547.994634011
1783,60251.214677284
1784,211608.093509149
1785,160875.101073905
1786,107183.808873754
1787,170524.56238999
1788,140816.927478441
1789,160540.334866244
1790,118334.905185437
1791,128868.430153593
1792,102928.885750917
1793,121375.372664383
1794,131071.929472145
1795,150879.522642807
1796,166884.903415394
1797,117427.867099228
1798,141520.761268252
1799,132439.048539434
1800,139785.883168302
1801,124303.731823502
1802,114744.108630268
1803,126098.554015415
1804,107002.409422166
1805,96688.3471712896
1806,120903.617877287
1807,101877.376576428
1808,105263.704543047
1809,95810.2775513537
1810,152286.058635952
1811,112163.569135578
1812,27958.4395629896
1813,114677.977915375
1814,154493.421170522
1815,17955.2385738706
1816,155610.232803967
1817,151568.222338078
1818,100371.158955212
1819,114412.964601419
1820,135392.576814248
1821,150726.337270174
1822,142839.165782905
1823,154949.889916633
1824,39834.7746940986
1825,146072.184719255
1826,131892.820458404
1827,79928.9864243372
1828,140301.724868277
1829,62682.9679652549
1830,125841.804772473
1831,109839.992781286
1832,130900.838562851
1833,117885.656479095
1834,77382.2635425332
1835,121869.601804307
1836,166514.509633765
1837,166976.712068946
1838,146452.86732681
1839,184802.434495266
1840,114091.504530605
1841,147692.290480736
1842,119265.141732503
1843,99985.7334471823
1844,163738.319494582
1845,157223.801383063
1846,208915.989393221
1847,150321.992736355
1848,304427.57262462
1849,302656.971669503
1850,302673.701045228
1851,340429.768948835
1852,334598.323144544
1853,231207.89521853
1854,283661.058043583
1855,201158.457093221
1856,216116.132228053
1857,287366.469367209
1858,181493.739249146
1859,215290.044605103
1860,146127.576403479
1861,205341.776907452
1862,186473.343489877
1863,197086.826790701
1864,194302.012390378
1865,141142.391198969
1866,138827.504921431
1867,227965.397900548
1868,248467.510903473
1869,208615.203429146
1870,228444.880488153
1871,297551.616193356
1872,204638.340061563
1873,237570.30450653
1874,172007.749589944
1875,96320.2516247206
1876,132306.571844328
1877,88705.1428753014
1878,117435.648896516
1879,114933.707808709
1880,131061.88529455
1881,112119.163229196
1882,84765.3394846639
1883,117428.811572686
1884,192382.61269365
1885,171364.325458253
1886,174676.866869549
1887,169210.698377954
1888,232699.265287559
1889,154478.061400643
1890,206569.481229758
1891,159287.823576342
1892,234081.253374595
1893,115141.033117469
1894,136630.984750955
1895,125108.938833021
1896,235532.906159146
1897,277746.624123995
1898,190890.015234627
1899,58561.2562962827
1900,311638.977629699
1901,231937.804120213
1902,140221.279603776
1903,167123.134384879
1904,156601.792810088
1905,352016.497270916
1906,324573.961167376
1907,231560.415441286
1908,200878.171410741
1909,212275.427918896
1910,353569.558585457
1911,126793.276180522
1912,160410.374819309
1913,120145.867191259
1914,137412.875251496
1915,132239.534419351
1916,133623.809741382
1917,185681.661840829
1918,171087.908872398
1919,160394.018426611
1920,201793.703839991
1921,178342.778246027
1922,168395.127736388
1923,279026.796981392
1924,231854.053123726
1925,158662.020792799
1926,159140.348641726
1927,255450.25756769
1928,393400.178899691
1929,412192.462796806
1930,140664.023610714
1931,356995.928279512
1932,167921.931735163
1933,206458.082024182
1934,187412.875278373
1935,234030.016203033
1936,205370.521443527
1937,161153.134774266
1938,191440.529976786
1939,126262.605277436
1940,265500.352146967
1941,166473.826292134
1942,238235.17741432
1943,134748.059986993
1944,98560.5004507671
1945,126231.151442716
1946,98351.2653312429
1947,106431.291877858
1948,105459.169031687
1949,137707.885619868
1950,152937.844132711
1951,315491.042914391
1952,394868.856985097
1953,390026.488276329
1954,386791.313106813
1955,440913.818875052
1956,342320.797727486
1957,327152.578091147
1958,331608.939450671
1959,433194.486981163
1960,273401.555264575
1961,360839.360815603
1962,374433.731876613
1963,300056.376812523
1964,174636.254469003
1965,330619.783299147
1966,220272.109133006
1967,221563.821782547
1968,200522.526429952
1969,212852.627071626
1970,190170.333304775
1971,221281.414287806
1972,173207.260502321
1973,196694.812945474
1974,215849.334787729
1975,223721.619859423
1976,217263.964269246
1977,225811.952277571
1978,184628.612341576
1979,297564.933852841
1980,333765.876995023
1981,309204.888043086
1982,320634.387744075
1983,349585.675456862
1984,308204.162254672
1985,255252.295397824
1986,245202.734083647
1987,265905.590379579
1988,233942.701061067
1989,264710.103743342
1990,219964.655026316
1991,198640.172195687
1992,198324.640465241
1993,153091.067035382
1994,194341.582170528
1995,178365.169513031
1996,183531.450997841
1997,216931.931785011
1998,186674.174279369
1999,197176.060263201
2000,117309.65869414
2001,131898.559277764
2002,92375.2231740221
2003,101748.410059211
2004,207639.888379589
2005,146991.631798138
2006,304871.251568296
2007,376302.587884968
2008,179519.778005235
2009,149791.488020256
2010,166496.520980611
2011,160624.7306034
2012,236481.957089281
2013,244720.891070951
2014,249547.131722054
2015,226023.194063824
2016,183167.507056241
2017,218498.733653339
2018,186415.56880421
2019,200820.72163474
2020,282435.153989763
2021,241693.189342704
2022,311599.371592379
2023,166189.702405151
2024,176217.84079787
2025,207910.31237725
2026,160812.106614397
2027,147632.076251928
2028,152148.411137309
2029,143982.310724448
2030,174491.245821949
2031,125862.164021455
2032,145397.554559211
2033,87420.5241261336
2034,151778.623661046
2035,152049.407941639
2036,123796.386709062
2037,203626.05424379
2038,120745.570785869
2039,157096.650035799
2040,182489.209277253
2041,121774.384386055
2042,118422.439614074
2043,133103.343116696
2044,136184.751271548
2045,177320.227859217
2046,152885.915033598
2047,105881.2598654
2048,91341.785759645
2049,129774.050639351
2050,139065.654607478
2051,173077.540141152
2052,168342.079720058
2053,122415.439022984
2054,135660.081491643
2055,119069.492546698
2056,144176.764702572
2057,122145.172175757
2058,128373.171792977
2059,127107.726682402
2060,156090.420973037
2061,112506.365578451
2062,126971.846190178
2063,133311.209618213
2064,136077.378718745
2065,97300.871094944
2066,75141.3786376067
2067,122230.418923654
2068,94686.8712771125
2069,129647.86801298
2070,113188.459733405
2071,116674.133048375
2072,158621.12624336
2073,81962.0811894826
2074,87860.6629093576
2075,142417.043139634
2076,34593.6931487606
2077,45429.0119697486
2078,119112.009722143
2079,140433.215862123
2080,88421.9600175518
2081,166274.205430267
2082,125427.013276745
2083,19356.3856468858
2084,220881.815338222
2085,104071.124705058
2086,112057.298062722
2087,142388.97233388
2088,156674.852504467
2089,142387.790421275
2090,125588.918071073
2091,137844.994834792
2092,168300.124264165
2093,128781.14937544
2094,157854.424165722
2095,135159.531203113
2096,130070.908965872
2097,111718.950192316
2098,109891.248667499
2099,188412.337489068
2100,138398.753582869
2101,165404.566627218
2102,174691.411704481
2103,144904.830676121
2104,115922.309285716
2105,134670.331915146
2106,165685.99032946
2107,121509.483730168
2108,142919.955288871
2109,111008.79874058
2110,117717.78559221
2111,41487.2613067742
2112,123234.716530657
2113,134842.726803223
2114,143699.692866739
2115,138013.242475241
2116,180392.40798128
2117,127529.554930537
2118,151804.420072036
2119,112132.027899747
2120,141283.727931537
2121,184884.719495232
2122,123047.735422382
2123,126178.9951176
2124,151896.112663384
2125,238509.183909369
2126,114184.650075582
2127,171654.771392867
2128,154625.589006002
2129,83453.6012578199
2130,122555.099810262
2131,223230.554908487
2132,216154.072945989
2133,247339.853231461
2134,241345.223093641
2135,185067.902020268
2136,241645.485765982
2137,304067.673156296
2138,329222.157458598
2139,245862.069407085
2140,225364.628520088
2141,158829.471052036
2142,219780.728027718
2143,181439.911464716
2144,194852.377072413
2145,200638.826865247
2146,163016.791752162
2147,146724.296830778
2148,175656.852136665
2149,221668.009693356
2150,249676.082176975
2151,319214.919419924
2152,251906.838154645
2153,218540.832368622
2154,131951.400533877
2155,214311.677510341
2156,207330.134577081
2157,223854.237199563
2158,204425.950483118
2159,116423.533817663
2160,138225.766551178
2161,154079.107750852
2162,162743.711321519
2163,74864.8358012774
2164,82675.4542956363
2165,92324.9949034687
2166,127718.521043572
2167,100911.458810773
2168,161109.46077846
2169,154710.327654315
2170,150514.233166857
2171,181533.006033973
2172,205232.902854981
2173,164121.113855239
2174,185205.919152514
2175,143606.89640735
2176,160511.401821064
2177,217993.9803434
2178,257258.178259815
2179,225239.27313363
2180,120007.998700752
2181,127880.831711704
2182,130900.208284954
2183,107577.344994615
2184,148646.359620057
2185,115960.494507732
2186,160536.48194482
2187,37628.0056832498
2188,310896.641404893
2189,270259.927207562
2190,278247.515262954
2191,208618.339681679
2192,168545.192841465
2193,180853.292006121
2194,293316.185284884
2195,226218.572305625
2196,172203.684896662
2197,216838.881338105
2198,187800.411841349
2199,184249.042374951
2200,255086.661637441
2201,240896.570215037
2202,237105.768632825
2203,288248.313587104
2204,204231.11263877
2205,112572.860572192
2206,150295.003566128
2207,145837.772747804
2208,124467.999730811
2209,122692.261577486
2210,114224.457276433
2211,116401.959550004
2212,138478.436170582
2213,116300.649723281
2214,127951.648314745
2215,119098.001584461
2216,132197.737108072
2217,180489.654918863
2218,170039.752900643
2219,196917.158835384
2220,173082.95104851
2221,178722.760239213
2222,221783.888272334
2223,165936.29740544
2224,180005.926927403
2225,165259.82760655
2226,244223.933642377
2227,252290.461159772
2228,377320.241482348
2229,438435.562074683
2230,173568.340189474
2231,320524.162517763
2232,383444.876328905
2233,427959.296366581
2234,157598.987603122
2235,186472.903913142
2236,196902.519188859
2237,200107.557896355
2238,149705.896533731
2239,171011.181335027
2240,158575.598371734
2241,205798.727059307
2242,179141.669787186
2243,153583.229074529
2244,119769.309615776
2245,109416.826110713
2246,154330.2562829
2247,142073.799803946
2248,114460.41614417
2249,113361.641669281
2250,148520.4178378
2251,122787.511495994
2252,379135.296791196
2253,318572.047374586
2254,331181.717427961
2255,413440.50664708
2256,360033.335767886
2257,403163.766633388
2258,430744.676746136
2259,400829.151556706
2260,419037.429804455
2261,272408.700883016
2262,376051.75828006
2263,382981.4948205
2264,345216.77542145
2265,338881.707134066
2266,322296.487923478
2267,261749.507641487
2268,265219.156712706
2269,262446.73026688
2270,206552.638831895
2271,201447.404178828
2272,214346.89554846
2273,233295.75733213
2274,301850.117862991
2275,224522.840703358
2276,215709.461059268
2277,177419.611289473
2278,187743.375464212
2279,180755.550759387
2280,208925.798727464
2281,186808.491004549
2282,188206.94057564
2283,189408.303496852
2284,194118.518013434
2285,233601.185539215
2286,202912.193900032
2287,204700.762942763
2288,181088.463249529
2289,218180.643748316
2290,209600.400414953
2291,218371.578235753
2292,177546.928168634
2293,180693.730403566
2294,328556.25951762
2295,423513.756010996
2296,328575.578742098
2297,306907.960395338
2298,320952.455147655
2299,320641.005785026
2300,215846.418821874
2301,242234.405261856
2302,222207.463562781
2303,352389.956455687
2304,235097.692182371
2305,220256.848825237
2306,231729.293669817
2307,230305.65818171
2308,228183.337669239
2309,219905.002422401
2310,251258.375565226
2311,272766.57507044
2312,262377.377225447
2313,269413.290725432
2314,159061.441381409
2315,162729.41062249
2316,163131.473998975
2317,202550.678873907
2318,203793.472689451
2319,122772.453122817
2320,118309.012884955
2321,139506.801032523
2322,262962.674489627
2323,170361.134088346
2324,172246.534177763
2325,197715.302178916
2326,194532.920581358
2327,217278.667577677
2328,221449.240627598
2329,152934.615228333
2330,162839.331272673
2331,207167.969647382
2332,282080.66203638
2333,297618.503488956
2334,229239.17054503
2335,279870.568876739
2336,316880.792420072
2337,161728.313948522
2338,210502.739840669
2339,158795.482023987
2340,158148.001353248
2341,204132.292133351
2342,200820.039377133
2343,219757.273617757
2344,159585.961679675
2345,130522.10686733
2346,134767.633337199
2347,121089.154373853
2348,158467.385951896
2349,143181.816490859
2350,127415.529939757
2351,176190.92750903
2352,158776.227964291
2353,209928.415178172
2354,148736.997788034
2355,193599.217127506
2356,125933.530343257
2357,46500.4265541763
2358,46400.3935367514
2359,129912.082518227
2360,135662.450506485
2361,144088.698006948
2362,154570.250333663
2363,151132.968217629
2364,134941.797244413
2365,109334.985208596
2366,141035.174616206
2367,117838.4842003
2368,183476.195582273
2369,112893.017123492
2370,157852.430998356
2371,131989.446240692
2372,149690.564293138
2373,138787.58207211
2374,138004.194088817
2375,141660.142312466
2376,133332.328413769
2377,116789.756883562
2378,111778.8065641
2379,135667.555223751
2380,108732.587737416
2381,116014.726035802
2382,151673.633277113
2383,208720.340300901
2384,114153.101561249
2385,131290.388891558
2386,187922.567906599
2387,110685.29262286
2388,132997.383330337
2389,106522.864551567
2390,142261.804241107
2391,136544.014622754
2392,124907.137852743
2393,141569.01837364
2394,113054.602020303
2395,116539.935520564
2396,120149.09998284
2397,123359.615367949
2398,83755.5773109187
2399,95860.6214726516
2400,136185.798087967
2401,115319.356151861
2402,85844.3511349149
2403,132369.952740743
2404,192077.11356883
2405,131444.591570268
2406,112854.84562246
2407,149026.336600842
2408,90624.8541804585
2409,195751.944604711
2410,124466.661940058
2411,136525.085182072
2412,142087.342910756
2413,132915.819450679
2414,117956.89091234
2415,147271.164589717
2416,137193.614225928
2417,142415.590713457
2418,126422.525664379
2419,186425.199154618
2420,154500.978254277
2421,124131.989650206
2422,131482.919515531
2423,98807.4983256789
2424,90098.0425612172
2425,216195.226573357
2426,209435.734611129
2427,172018.821313952
2428,105598.703759641
2429,221176.563792781
2430,99580.2232494615
2431,115382.844880562
2432,142738.446930984
2433,105640.433002713
2434,169191.064942351
2435,128288.081839836
2436,106707.93108704
2437,117131.563121069
2438,124841.817479931
2439,129196.198250528
2440,144751.283868916
2441,193546.71543617
2442,155478.318101755
2443,155660.122482574
2444,186742.683761209
2445,154578.09097826
2446,136226.442341465
2447,92966.8280360793
2448,222482.025282842
2449,152326.143250797
2450,104590.931161604
2451,97244.250072587
2452,135698.656764685
2453,132878.982945779
2454,84562.1476549994
2455,186079.738974683
2456,216903.290490913
2457,251510.711585431
2458,278951.592507779
2459,250555.644970751
2460,221485.153847909
2461,212013.931579157
2462,189339.242404243
2463,234566.871728826
2464,205509.069103529
2465,266975.394386156
2466,158559.199640741
2467,164361.508839152
2468,151543.330037595
2469,159334.688610869
2470,252961.121541312
2471,214562.553211092
2472,196325.542450444
2473,205101.727593219
2474,131491.243989068
2475,136289.939297807
2476,155691.11894546
2477,140030.441236328
2478,174313.625358475
2479,131947.952307411
2480,137378.796311023
2481,247891.486171869
2482,210263.415340971
2483,201933.43228513
2484,253414.475286937
2485,257585.19893614
2486,169290.039499922
2487,251261.634891493
2488,188834.607335998
2489,181364.370466737
2490,190705.406674304
2491,183178.956630202
2492,173319.797643013
2493,122938.756239952
2494,109033.300158663
2495,115328.062717735
2496,130269.014606272
2497,139452.972547461
2498,130331.416566399
2499,536496.157083012
2500,140860.690062853
2501,128653.957244972
2502,76207.5673130979
2503,98715.5193533292
2504,80723.6905435263
2505,80626.400831489
2506,188160.33666293
2507,170041.516819193
2508,164428.30870801
2509,158512.61158065
2510,167362.8712696
2511,168085.242778006
2512,208836.164635794
2513,166199.532832693
2514,137317.071299971
2515,209525.858657402
2516,226501.527331492
2517,111562.294364631
2518,207798.824879924
2519,183791.200028305
2520,228353.208079049
2521,297154.056250544
2522,135579.258170182
2523,169700.761544422
2524,104595.38122699
2525,110579.054440342
2526,95686.0714397362
2527,118303.197198611
2528,252711.455925132
2529,172546.362519673
2530,176363.994591907
2531,192400.087404551
2532,189105.943949543
2533,136498.502514943
2534,146024.394876985
2535,184549.660748996
2536,246929.673932594
2537,221553.527519157
2538,194919.448168479
2539,236613.625305428
2540,266404.194453817
2541,215541.040341351
2542,279804.073150373
2543,354077.59932403
2544,140050.374086971
2545,70752.6843526512
2546,92817.8580946957
2547,77898.4521516431
2548,69099.0355749068
2549,128410.679366567
2550,199968.044544733
2551,183059.672070526
2552,144771.091604938
2553,109321.522590938
2554,151798.488032958
2555,125097.244541731
2556,121628.394972207
2557,160650.992760346
2558,134561.203963849
2559,188619.598796878
2560,202854.023167961
2561,210930.291606825
2562,173167.497239239
2563,182735.131465824
2564,184542.125069939
2565,235313.180949536
2566,256137.447361318
2567,297906.863147798
2568,162084.619015399
2569,215158.2957001
2570,444303.162863759
2571,515745.04712576
2572,417417.562249486
2573,439886.274856044
2574,415798.334439391
2575,334665.504934412
2576,415706.912396325
2577,140152.590351116
2578,191739.165773508
2579,220999.517020992
2580,265769.831818029
2581,191042.263657322
2582,157709.036843475
2583,110012.49895129
2584,149213.968987897
2585,119794.424651109
2586,115443.07154412
2587,113763.390829746
2588,94786.1465898002
2589,108831.864207113
2590,142437.305010712
2591,160542.877474637
2592,134448.204629143
2593,139279.0439043
2594,355224.281045831
2595,275313.007854247
2596,304654.080339246
2597,383292.950796485
2598,323429.186270068
2599,341836.848481862
2600,367859.512791892
2601,343933.352985203
2602,379730.186539529
2603,378677.714067302
2604,264892.698322032
2605,301396.120649414
2606,314645.206631694
2607,311394.921782094
2608,180540.961573756
2609,190285.296018819
2610,198606.000984176
2611,275754.810979073
2612,189683.028659227
2613,182404.625698849
2614,184821.930000115
2615,178885.119786879
2616,191630.01273799
2617,198262.488620189
2618,193036.252791142
2619,239341.979512301
2620,284588.663031494
2621,304924.066228571
2622,398335.641671708
2623,341775.42549568
2624,469871.811085709
2625,349678.719328206
2626,339141.333531951
2627,241138.750823634
2628,229944.373834644
2629,224190.818726133
2630,335253.791274748
2631,209509.543169954
2632,160632.691394593
2633,212811.097168547
2634,164020.194800362
2635,202237.135252106
2636,192746.743130197
2637,192355.698193573
2638,187223.285261744
2639,156044.409967078
2640,147354.218663855
2641,159474.924517932
2642,126089.923577008
2643,138344.816054274
2644,124195.410581153
2645,112289.51503435
2646,128048.67227891
2647,134641.637028913
2648,109696.833500277
2649,127158.697327577
2650,293927.244663226
2651,399951.11012069
2652,175948.283918628
2653,155883.150429615
2654,168561.682215234
2655,136998.770711057
2656,203098.99826992
2657,232159.797919914
2658,132786.667418092
2659,179356.473270105
2660,132434.838729202
2661,157879.172800165
2662,159046.960122602
2663,142864.634532247
2664,127041.254558747
2665,129149.302673708
2666,153232.995779217
2667,187853.199183558
2668,140805.613835021
2669,149234.179027928
2670,129690.062925917
2671,136661.900963906
2672,155814.076756918
2673,135804.772830404
2674,134528.313203803
2675,132687.098743786
2676,121006.858347313
2677,135254.043538336
2678,139718.38425995
2679,150200.007182692
2680,142764.918476644
2681,168419.102999881
2682,148492.801930396
2683,156321.587546979
2684,149553.626100321
2685,131241.91345051
2686,172844.982074387
2687,118201.870776198
2688,126619.760410145
2689,124855.61573108
2690,127966.433984587
2691,198817.565563533
2692,139611.096443305
2693,206474.133023459
2694,139933.182843076
2695,85077.6125711921
2696,81199.4627033779
2697,71402.1073247995
2698,154915.147554313
2699,123889.312619164
2700,139404.487296965
2701,135246.497042964
2702,181699.350789379
2703,266633.066339452
2704,116113.08265451
2705,110546.308309336
2706,126296.753139731
2707,154244.852459503
2708,115361.336571098
2709,109372.270261473
2710,175095.456416989
2711,135294.614166576
2712,108214.411517773
2713,147958.971120441
2714,138526.806424155
2715,108507.135829097
2716,129246.967452635
2717,91688.3680199162
2718,85849.4047207557
2719,84119.3244066346
2720,69396.7742034855
2721,117033.772978666
2722,141728.244139856
2723,43851.9855869564
2724,116754.160203159
2725,58090.9317035058
2726,176230.203275054
2727,70368.6188579428
2728,118092.008914109
2729,33893.1033220536
2730,183500.713706586
2731,96116.4121527152
2732,135102.557127143
2733,109184.269399908
2734,174495.391801046
2735,83733.1132975799
2736,87317.2743804223
2737,73782.9471160579
2738,113880.971167153
2739,124495.083935368
2740,162188.699883088
2741,82366.5344710921
2742,165940.105276235
2743,155322.640863447
2744,127233.823848315
2745,120994.605439995
2746,158192.843010533
2747,169184.097585677
2748,157442.458702145
2749,153861.226096047
2750,92459.4025989135
2751,218534.910329318
2752,153531.398843794
2753,130420.447322169
2754,158314.537638576
2755,130409.610295516
2756,84694.1268216328
2757,172081.051548096
2758,288934.047624578
2759,167849.494403512
2760,142293.417915261
2761,136214.773420751
2762,227740.82745289
2763,211629.768767074
2764,224145.412604615
2765,190750.645102906
2766,220692.428046436
2767,299256.694190129
2768,240622.109740636
2769,239550.756024305
2770,201550.030902347
2771,152286.247659171
2772,160384.240577817
2773,174665.71382728
2774,203826.382611105
2775,200605.263958099
2776,207208.235246649
2777,156361.335657291
2778,183643.132969747
2779,138963.524181713
2780,201135.723325281
2781,206390.104332329
2782,209506.396985007
2783,211542.833317481
2784,260137.571809812
2785,219208.927385532
2786,223341.909792775
2787,223360.686960205
2788,136060.497310463
2789,198005.230013509
2790,206357.622187699
2791,203627.529799085
2792,194680.124427448
2793,92985.8285929561
2794,139652.868155024
2795,115861.016112778
2796,187887.158777647
2797,264907.891929718
2798,137271.277931233
2799,135017.549885004
2800,93444.9812809678
2801,116083.649273636
2802,111784.37355898
2803,113019.051482438
2804,70160.6505099965
2805,36333.5680317022
2806,82314.424523864
2807,127405.205162639
2808,114341.983225526
2809,161465.895684583
2810,138956.185914567
2811,182138.620053969
2812,125288.669082556
2813,96502.9230808126
2814,140935.437106867
2815,181447.942979949
2816,209104.526936721
2817,212366.156293481
2818,199708.240620229
2819,218462.563715535
2820,137146.981077518
2821,149663.986278396
2822,46698.1070731461
2823,79902.7440574314
2824,150833.143856925
2825,65026.504920008
2826,28398.9362714128
2827,298005.364889923
2828,278636.272383015
2829,214307.568639528
2830,156444.293439403
2831,238656.836869046
2832,150342.901982631
2833,237034.230037981
2834,191929.541622438
2835,295654.340453398
2836,320105.372698887
2837,195199.98342553
2838,116754.480044239
2839,124962.680956362
2840,145038.812890348
2841,67772.0191919478
2842,76170.2501575187
2843,154377.267163815
2844,67501.8278529457
2845,65929.2631661932
2846,75119.7638946634
2847,76176.871230029
